报告期,报表核心指标,*所有者权益（或股东权益）合计,*资产合计,*负债合计,*归属于母公司所有者权益合计,报表全部指标,流动资产,货币资金,交易性金融资产,应收票据及应收账款,其中：应收票据,应收账款,预付款项,其他应收款合计,其他应收款,存货,其他流动资产,总现金,流动资产合计,非流动资产,可供出售金融资产,长期股权投资,其他非流动金融资产,投资性房地产,固定资产合计,其中：固定资产,固定资产清理,在建工程合计,其中：在建工程,工程物资,无形资产,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产合计,流动负债,短期借款,以公允价值计量且其变动计入当期损益的金融负债,衍生金融负债,应付票据及应付账款,其中：应付票据,应付账款,预收款项,合同负债,应付职工薪酬,应交税费,其他应付款合计,其中：应付利息,应付股利,其他应付款,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,长期应付款合计,其中：长期应付款,预计负债,递延所得税负债,递延收益-非流动负债,其他非流动负债,非流动负债合计,负债合计,所有者权益（或股东权益）,实收资本（或股本）,资本公积,减：库存股,其他综合收益,盈余公积,未分配利润,归属于母公司所有者权益合计,少数股东权益,所有者权益（或股东权益）合计,负债和所有者权益（或股东权益）合计
2025-09-30,,112.64亿,251.67亿,139.03亿,107.04亿,,,35.48亿,2.42亿,53.25亿,9914.01万,52.26亿,4.44亿,5.26亿,False,33.98亿,3.22亿,37.90亿,145.18亿,,False,4.66亿,9.78亿,False,43.92亿,False,False,3.31亿,False,False,20.42亿,14.64亿,3710.65万,4.48亿,1.87亿,106.49亿,251.67亿,,36.26亿,5.99万,False,51.00亿,1.41亿,49.60亿,7.41万,3.57亿,2.55亿,1.27亿,4.05亿,False,False,False,13.90亿,3.85亿,116.46亿,,14.67亿,106.57万,False,1064.92万,3.88亿,2.01亿,False,22.57亿,139.03亿,,15.62亿,16.31亿,6001.34万,-1.64亿,5.94亿,71.42亿,107.04亿,5.60亿,112.64亿,251.67亿
2025-06-30,,110.18亿,252.67亿,142.49亿,104.60亿,,,36.01亿,2.34亿,54.40亿,9877.66万,53.41亿,4.45亿,5.40亿,5.40亿,34.78亿,2.70亿,38.35亿,146.58亿,,False,4.68亿,9.82亿,False,42.29亿,42.29亿,False,4.49亿,4.49亿,False,20.66亿,14.68亿,3743.08万,4.36亿,1.82亿,106.09亿,252.67亿,,29.09亿,216.09万,False,51.57亿,5460.43万,51.03亿,96.49万,2.88亿,2.14亿,1.34亿,5.06亿,False,False,5.06亿,22.63亿,3.63亿,118.38亿,,16.22亿,113.06万,113.06万,2493.34万,3.83亿,1.88亿,False,24.12亿,142.49亿,,15.62亿,16.34亿,6001.34万,-1.30亿,5.94亿,68.60亿,104.60亿,5.57亿,110.18亿,252.67亿
2025-03-31,,108.69亿,245.39亿,136.70亿,103.45亿,,,32.65亿,1.74亿,53.26亿,1.77亿,51.49亿,4.20亿,6.07亿,False,34.49亿,2.36亿,34.38亿,141.91亿,,False,4.60亿,9.11亿,False,41.95亿,False,False,4.24亿,False,False,21.15亿,14.59亿,3793.89万,4.25亿,1.44亿,103.48亿,245.39亿,,21.36亿,False,False,51.33亿,5890.18万,50.75亿,47.48万,3.12亿,1.99亿,1.34亿,5.25亿,False,False,False,19.32亿,3.41亿,107.12亿,,21.62亿,196.98万,False,1439.00万,3.73亿,1.83亿,7469.37万,29.58亿,136.70亿,,13.03亿,18.98亿,6001.34万,-1.76亿,5.94亿,67.87亿,103.45亿,5.25亿,108.69亿,245.39亿
2024-12-31,,114.00亿,263.17亿,149.18亿,100.35亿,,,31.87亿,1.82亿,57.00亿,2.31亿,54.68亿,3.56亿,1.89亿,False,36.17亿,3.31亿,33.69亿,143.58亿,,False,4.54亿,9.27亿,False,55.58亿,False,False,5.17亿,False,False,21.40亿,14.59亿,3700.17万,4.40亿,1.77亿,119.59亿,263.17亿,,23.16亿,18.91万,False,54.74亿,1.66亿,53.07亿,35.07万,3.39亿,2.94亿,1.71亿,5.99亿,False,False,False,21.80亿,3.66亿,117.40亿,,23.14亿,1777.51万,False,1329.33万,3.73亿,1.81亿,7220.19万,31.78亿,149.18亿,,13.03亿,18.99亿,6001.34万,-2.23亿,5.94亿,65.18亿,100.35亿,13.65亿,114.00亿,263.17亿
2024-09-30,,112.54亿,260.33亿,147.78亿,98.79亿,,,28.60亿,1411.77万,59.32亿,2.06亿,57.26亿,4.50亿,4.07亿,False,34.16亿,2.74亿,28.74亿,140.98亿,,False,4.61亿,10.00亿,False,52.01亿,False,False,7.59亿,False,False,20.30亿,14.54亿,3613.82万,4.24亿,2.00亿,119.34亿,260.33亿,,21.92亿,18.91万,False,53.38亿,1.99亿,51.39亿,72.13万,4.74亿,2.45亿,1.31亿,6.84亿,False,False,False,23.59亿,1.64亿,115.88亿,,23.01亿,1231.56万,False,1684.08万,3.73亿,1.53亿,7815.74万,31.90亿,147.78亿,,13.08亿,19.61亿,1.26亿,-4.47亿,5.49亿,66.30亿,98.79亿,13.76亿,112.54亿,260.33亿
2024-06-30,,111.10亿,255.49亿,144.39亿,97.85亿,,,26.43亿,2255.44万,56.44亿,2.25亿,54.20亿,4.21亿,3.47亿,3.47亿,35.06亿,2.75亿,26.65亿,137.91亿,,False,5.73亿,8.56亿,False,52.01亿,52.01亿,False,6.93亿,6.93亿,False,20.61亿,14.58亿,3655.86万,4.27亿,1.39亿,117.57亿,255.49亿,,21.68亿,18.91万,False,52.51亿,3.93亿,48.58亿,79.35万,3.71亿,2.30亿,1.26亿,7.98亿,False,False,7.98亿,15.50亿,9271.52万,105.88亿,,29.63亿,216.36万,216.36万,1690.93万,3.83亿,1.58亿,7507.42万,38.50亿,144.39亿,,13.08亿,19.73亿,1.16亿,-4.46亿,5.49亿,65.15亿,97.85亿,13.25亿,111.10亿,255.49亿
2024-03-31,,109.42亿,248.36亿,138.95亿,96.27亿,,,24.19亿,2042.48万,53.28亿,1.52亿,51.76亿,4.27亿,3.27亿,False,34.31亿,2.57亿,24.40亿,132.80亿,,False,6.28亿,8.44亿,False,52.03亿,False,False,4.89亿,False,False,19.94亿,14.57亿,3874.79万,3.91亿,1.90亿,115.57亿,248.36亿,,15.35亿,22.13万,False,51.66亿,3.71亿,47.95亿,28.01万,3.42亿,2.18亿,1.57亿,7.78亿,False,False,False,16.53亿,1.45亿,99.95亿,,29.87亿,179.74万,False,2332.91万,3.91亿,1.57亿,7508.01万,39.00亿,138.95亿,,13.11亿,19.91亿,1.10亿,-4.60亿,5.49亿,63.44亿,96.27亿,13.14亿,109.42亿,248.36亿
2023-12-31,,107.02亿,246.64亿,139.62亿,94.08亿,,,26.47亿,1440.37万,50.28亿,1.66亿,48.61亿,3.89亿,3.15亿,3.15亿,34.05亿,2.05亿,26.62亿,130.80亿,,False,6.22亿,8.44亿,False,49.71亿,49.65亿,511.15万,7.23亿,7.23亿,False,19.87亿,14.59亿,3818.62万,4.04亿,1.87亿,115.84亿,246.64亿,,11.98亿,22.13万,False,51.91亿,4.61亿,47.31亿,39.20万,3.60亿,2.89亿,1.89亿,9.12亿,False,False,9.12亿,12.85亿,1.29亿,95.52亿,,34.81亿,349.78万,349.78万,1835.23万,3.91亿,1.49亿,1.07亿,44.10亿,139.62亿,,13.11亿,19.68亿,8716.17万,-4.57亿,5.49亿,61.22亿,94.08亿,12.94亿,107.02亿,246.64亿
2023-09-30,,111.33亿,255.07亿,143.74亿,98.18亿,,,28.82亿,1462.91万,52.46亿,1.96亿,50.50亿,4.58亿,4.71亿,False,35.29亿,1.53亿,28.96亿,139.79亿,,False,8.78亿,8.19亿,1.17亿,46.54亿,False,False,4.09亿,False,False,18.71亿,14.12亿,4014.74万,3.88亿,5.26亿,115.27亿,255.07亿,,16.88亿,82.04万,False,53.81亿,9.27亿,44.54亿,407.09万,2.79亿,2.56亿,1.66亿,7.13亿,False,False,False,10.31亿,1.68亿,96.88亿,,37.88亿,748.28万,False,2804.85万,3.51亿,1.32亿,1.11亿,46.86亿,143.74亿,,13.11亿,19.98亿,8851.75万,-4.68亿,5.40亿,65.26亿,98.18亿,13.15亿,111.33亿,255.07亿
2023-06-30,,110.42亿,252.79亿,142.37亿,97.31亿,,,28.82亿,1089.57万,54.59亿,2.06亿,52.53亿,5.47亿,3.79亿,3.79亿,33.72亿,1.57亿,28.92亿,137.60亿,,False,8.79亿,7.88亿,1.17亿,46.05亿,46.05亿,False,5.65亿,5.65亿,False,17.89亿,14.17亿,4283.66万,3.80亿,5.95亿,115.19亿,252.79亿,,17.39亿,215.71万,False,53.69亿,6.38亿,47.31亿,805.21万,2.05亿,2.31亿,1.87亿,7.73亿,False,False,7.73亿,5.24亿,2.19亿,92.58亿,,40.90亿,764.12万,764.12万,2569.63万,3.29亿,1.30亿,1.11亿,49.78亿,142.37亿,,13.11亿,20.04亿,8851.75万,-4.38亿,5.40亿,64.03亿,97.31亿,13.11亿,110.42亿,252.79亿
2023-03-31,,104.81亿,238.13亿,133.32亿,92.60亿,,,23.05亿,4.25万,52.19亿,2.07亿,50.12亿,4.29亿,6.77亿,False,32.94亿,1.58亿,23.05亿,130.68亿,,False,8.67亿,7.53亿,False,43.48亿,False,False,6.21亿,False,False,16.79亿,14.52亿,4299.00万,3.88亿,2.62亿,107.44亿,238.13亿,,14.87亿,False,8388.38万,48.43亿,8.10亿,40.32亿,False,2.79亿,2.14亿,1.80亿,6.32亿,False,False,False,11.19亿,2.27亿,90.63亿,,33.79亿,344.23万,False,2297.48万,3.39亿,1.34亿,1.10亿,42.68亿,133.32亿,,13.15亿,20.14亿,1.13亿,-5.51亿,5.40亿,60.55亿,92.60亿,12.21亿,104.81亿,238.13亿
2022-12-31,,101.41亿,234.46亿,133.05亿,89.90亿,,,23.05亿,547.57万,46.78亿,2.00亿,44.78亿,4.47亿,6.86亿,6.10亿,32.68亿,1.46亿,23.11亿,125.51亿,,False,11.90亿,6.75亿,False,43.47亿,43.47亿,False,5.50亿,5.50亿,False,15.94亿,14.56亿,4494.49万,3.64亿,3.09亿,108.95亿,234.46亿,,18.29亿,161.86万,False,48.77亿,8.69亿,40.09亿,407.45万,2.80亿,2.59亿,1.45亿,6.28亿,False,False,6.28亿,13.12亿,2.48亿,95.84亿,,28.39亿,346.72万,346.72万,1840.75万,3.16亿,1.36亿,1.46亿,37.21亿,133.05亿,,13.15亿,19.91亿,1.13亿,-5.40亿,5.40亿,57.97亿,89.90亿,11.51亿,101.41亿,234.46亿
2022-09-30,,100.52亿,234.28亿,133.76亿,88.71亿,,,25.77亿,False,46.75亿,1.33亿,45.42亿,2.87亿,5.45亿,False,31.84亿,7416.58万,25.77亿,126.75亿,,False,12.10亿,7.15亿,False,41.70亿,False,False,4.71亿,False,False,14.65亿,14.58亿,8256.11万,3.91亿,2.87亿,107.54亿,234.28亿,,20.77亿,False,468.57万,48.31亿,15.29亿,33.01亿,25.12万,3.32亿,2.03亿,1.98亿,5.10亿,False,False,False,25.37亿,1.89亿,108.81亿,,15.79亿,184.45万,False,1487.87万,3.28亿,1.17亿,1.40亿,24.95亿,133.76亿,,13.15亿,19.91亿,1.44亿,-6.12亿,4.80亿,58.40亿,88.71亿,11.81亿,100.52亿,234.28亿
2022-06-30,,98.94亿,234.15亿,135.21亿,87.42亿,,,25.88亿,False,46.64亿,1.23亿,45.41亿,4.20亿,5.44亿,5.30亿,31.06亿,7158.85万,25.88亿,128.19亿,,False,11.95亿,7.15亿,False,41.67亿,41.67亿,False,4.14亿,4.14亿,False,14.08亿,14.38亿,5087.98万,3.95亿,3.17亿,105.97亿,234.15亿,,28.45亿,False,401.14万,50.89亿,14.99亿,35.89亿,279.20万,2.94亿,1.73亿,1.73亿,5.96亿,False,False,5.96亿,21.90亿,1.51亿,115.16亿,,10.71亿,171.29万,171.29万,1669.80万,3.35亿,1.24亿,1.40亿,20.05亿,135.21亿,,13.15亿,19.79亿,1.48亿,-6.36亿,4.80亿,57.52亿,87.42亿,11.52亿,98.94亿,234.15亿
2022-03-31,,92.81亿,222.71亿,129.90亿,83.98亿,,,24.45亿,False,43.74亿,9410.71万,42.79亿,3.14亿,3.11亿,False,29.62亿,1.03亿,24.45亿,117.83亿,,False,11.71亿,6.81亿,False,40.89亿,False,False,4.49亿,False,False,14.67亿,14.16亿,5492.33万,3.84亿,3.14亿,104.88亿,222.71亿,,25.95亿,False,False,47.50亿,13.29亿,34.21亿,119.10万,2.66亿,1.62亿,1.67亿,4.70亿,False,False,False,18.26亿,1.01亿,103.37亿,,17.05亿,1807.58万,False,1545.23万,3.39亿,1.24亿,1.40亿,26.53亿,129.90亿,,13.15亿,19.71亿,1.48亿,-6.72亿,4.80亿,54.51亿,83.98亿,8.83亿,92.81亿,222.71亿
2021-12-31,,89.94亿,220.13亿,130.19亿,82.01亿,,,23.38亿,False,38.12亿,1.03亿,37.09亿,2.72亿,7.15亿,7.15亿,29.99亿,1.36亿,23.38亿,116.10亿,,False,11.65亿,6.79亿,False,41.90亿,41.90亿,False,3.79亿,3.79亿,False,14.28亿,14.20亿,5877.14万,3.90亿,2.50亿,104.03亿,220.13亿,,26.42亿,False,False,45.03亿,12.88亿,32.15亿,3.69万,2.91亿,2.18亿,1.18亿,5.99亿,False,False,5.99亿,16.91亿,1.81亿,102.41亿,,18.00亿,2021.75万,2021.75万,1363.06万,3.30亿,1.24亿,1.72亿,27.78亿,130.19亿,,13.15亿,19.74亿,1.48亿,-6.74亿,4.80亿,52.53亿,82.01亿,7.92亿,89.94亿,220.13亿
2021-09-30,,87.02亿,223.51亿,136.49亿,79.93亿,,,27.11亿,False,39.67亿,False,39.67亿,5.00亿,1.80亿,False,31.48亿,1.55亿,27.11亿,123.63亿,,False,12.50亿,5.65亿,False,40.90亿,False,False,4.76亿,False,False,12.79亿,14.41亿,5602.51万,3.67亿,9504.58万,99.88亿,223.51亿,,28.92亿,False,False,47.42亿,15.98亿,31.44亿,326.06万,4.50亿,1.84亿,1.08亿,4.91亿,False,False,False,10.07亿,2952.46万,99.08亿,,28.78亿,2146.97万,False,1672.25万,2.30亿,1.13亿,2.39亿,37.41亿,136.49亿,,13.15亿,20.14亿,1.90亿,-5.61亿,4.34亿,49.81亿,79.93亿,7.08亿,87.02亿,223.51亿
2021-06-30,,86.33亿,216.90亿,130.57亿,79.73亿,,,21.97亿,False,41.65亿,False,41.65亿,5.46亿,1.63亿,1.63亿,30.29亿,2.02亿,21.97亿,119.05亿,,False,12.41亿,5.65亿,False,40.82亿,40.82亿,False,3.84亿,3.84亿,False,12.79亿,14.13亿,6101.09万,3.70亿,1.06亿,97.85亿,216.90亿,,19.29亿,False,False,48.07亿,13.52亿,34.55亿,589.77万,4.67亿,1.75亿,1.56亿,5.40亿,False,56.94万,5.40亿,12.89亿,3793.73万,94.07亿,,27.90亿,2341.36万,2341.36万,1440.99万,2.26亿,1.25亿,2.40亿,36.51亿,130.57亿,,13.15亿,20.15亿,1.50亿,-5.66亿,4.34亿,49.26亿,79.73亿,6.60亿,86.33亿,216.90亿
2021-03-31,,82.96亿,208.99亿,126.03亿,77.28亿,,,21.49亿,False,35.09亿,False,35.09亿,4.63亿,1.99亿,False,29.02亿,1.20亿,21.49亿,108.18亿,,False,12.18亿,4.93亿,4.30亿,39.75亿,False,False,4.42亿,False,False,13.12亿,13.88亿,5881.76万,4.01亿,1.44亿,100.81亿,208.99亿,,22.02亿,False,False,39.51亿,10.66亿,28.85亿,2342.09万,3.55亿,1.56亿,1.93亿,5.32亿,False,False,False,12.24亿,2777.62万,86.64亿,,30.81亿,2754.37万,False,1322.24万,2.43亿,1.28亿,2.33亿,39.39亿,126.03亿,,13.09亿,19.65亿,1.06亿,-5.13亿,4.34亿,46.39亿,77.28亿,5.68亿,82.96亿,208.99亿
2020-12-31,,81.85亿,208.17亿,126.32亿,76.26亿,,,22.10亿,False,33.90亿,False,33.90亿,4.53亿,4.09亿,4.09亿,27.24亿,1.55亿,22.10亿,107.82亿,,False,12.02亿,4.93亿,4.30亿,40.25亿,40.25亿,False,3.42亿,3.42亿,False,13.28亿,13.91亿,6946.95万,4.16亿,1.82亿,100.35亿,208.17亿,,23.71亿,False,False,38.63亿,8.25亿,30.38亿,3565.91万,2.95亿,2.11亿,2.08亿,3.89亿,False,56.94万,3.88亿,14.06亿,3560.18万,88.14亿,,29.58亿,3134.90万,3134.90万,1452.31万,2.37亿,1.19亿,2.65亿,38.18亿,126.32亿,,13.09亿,19.65亿,580.80万,-5.83亿,4.34亿,45.07亿,76.26亿,5.59亿,81.85亿,208.17亿
2020-09-30,,79.79亿,206.54亿,126.75亿,74.12亿,,,21.56亿,False,38.30亿,False,38.30亿,2.65亿,4.67亿,False,26.19亿,1.62亿,21.56亿,106.91亿,,False,11.67亿,5.21亿,4.30亿,40.08亿,False,False,3.42亿,False,False,12.39亿,14.07亿,5291.45万,4.02亿,1.61亿,99.63亿,206.54亿,,26.91亿,False,False,35.00亿,7.77亿,27.23亿,3.55亿,False,2.17亿,2.19亿,3.84亿,1183.27万,False,False,10.02亿,2043.43万,83.87亿,,32.90亿,5503.80万,False,125.44万,2.49亿,1.42亿,2.62亿,42.87亿,126.75亿,,13.08亿,19.56亿,580.80万,-5.52亿,3.89亿,43.17亿,74.12亿,5.67亿,79.79亿,206.54亿
2020-06-30,,76.37亿,205.74亿,129.37亿,71.84亿,,,24.96亿,False,36.03亿,False,36.03亿,3.92亿,4.44亿,4.37亿,26.42亿,1.55亿,24.96亿,107.64亿,,False,11.51亿,5.25亿,4.30亿,37.24亿,37.24亿,False,4.23亿,4.23亿,False,12.65亿,13.86亿,5420.89万,3.91亿,2.32亿,98.10亿,205.74亿,,32.99亿,False,False,33.40亿,7.39亿,26.01亿,False,3.83亿,1.91亿,2.04亿,3.74亿,1201.64万,31.85万,3.61亿,6.12亿,2970.25万,84.32亿,,35.29亿,3592.22万,3592.22万,79.38万,2.51亿,1.31亿,2.67亿,45.04亿,129.37亿,,13.08亿,19.53亿,580.80万,-5.17亿,3.89亿,40.56亿,71.84亿,4.53亿,76.37亿,205.74亿
2020-03-31,,74.98亿,198.69亿,123.71亿,70.65亿,,,23.24亿,False,33.40亿,False,33.40亿,2.70亿,4.83亿,False,27.50亿,1.29亿,23.24亿,102.74亿,,False,11.60亿,4.66亿,4.30亿,37.12亿,False,False,3.73亿,False,False,12.42亿,13.84亿,5540.19万,3.84亿,1.55亿,95.96亿,198.69亿,,37.59亿,False,False,30.64亿,7.39亿,23.25亿,False,3.42亿,1.72亿,1.78亿,3.40亿,1100.75万,False,False,7.19亿,3283.58万,86.06亿,,28.38亿,1373.45万,False,421.18万,2.33亿,1.36亿,2.63亿,37.65亿,123.71亿,,13.01亿,19.21亿,1160.42万,-5.19亿,3.89亿,39.83亿,70.65亿,4.34亿,74.98亿,198.69亿
2019-12-31,,74.19亿,197.04亿,122.84亿,69.87亿,,,20.01亿,False,33.39亿,False,33.39亿,3.17亿,4.06亿,3.99亿,27.59亿,1.42亿,20.01亿,101.22亿,,False,11.32亿,4.66亿,4.28亿,37.42亿,37.42亿,False,3.52亿,3.52亿,False,12.52亿,13.77亿,6820.57万,3.88亿,1.68亿,95.82亿,197.04亿,,31.54亿,False,False,34.68亿,9.19亿,25.49亿,3.58亿,False,2.01亿,1.91亿,3.67亿,1067.59万,False,3.56亿,6.90亿,2513.22万,84.55亿,,29.05亿,1610.26万,1610.26万,386.11万,2.31亿,1.34亿,2.59亿,38.29亿,122.84亿,,13.01亿,19.11亿,1160.42万,-4.92亿,3.89亿,38.90亿,69.87亿,4.32亿,74.19亿,197.04亿
2019-09-30,,70.98亿,190.00亿,119.02亿,66.77亿,,,16.62亿,False,43.74亿,10.53亿,33.21亿,2.68亿,7.18亿,False,26.33亿,1.47亿,16.62亿,98.02亿,,False,11.07亿,2.89亿,4.35亿,36.16亿,False,False,4.79亿,False,False,11.89亿,13.31亿,3539.46万,3.51亿,1.31亿,91.98亿,190.00亿,,40.07亿,False,False,33.57亿,10.96亿,22.62亿,3.32亿,False,2.08亿,2.19亿,4.18亿,940.45万,False,False,5.31亿,3887.86万,91.10亿,,19.53亿,1884.35万,False,598.43万,1.46亿,1.45亿,2.72亿,27.92亿,119.02亿,,12.93亿,18.52亿,1160.42万,-4.66亿,2.97亿,37.12亿,66.77亿,4.21亿,70.98亿,190.00亿
2019-06-30,,69.16亿,193.21亿,124.05亿,64.85亿,,,16.87亿,False,47.10亿,11.54亿,35.56亿,3.64亿,8.48亿,8.35亿,24.43亿,1.56亿,16.87亿,102.08亿,,False,10.89亿,2.89亿,4.35亿,36.44亿,36.44亿,False,4.35亿,4.35亿,False,12.04亿,13.18亿,3681.32万,3.53亿,1.17亿,91.13亿,193.21亿,,41.13亿,False,False,35.87亿,10.12亿,25.75亿,3.71亿,False,1.90亿,2.44亿,4.32亿,1317.75万,1004.00万,4.09亿,7.23亿,2968.82万,96.90亿,,18.72亿,2391.15万,2391.15万,627.39万,1.51亿,1.35亿,2.73亿,27.15亿,124.05亿,,12.93亿,18.71亿,1160.42万,-4.76亿,2.97亿,35.11亿,64.85亿,4.30亿,69.16亿,193.21亿
2019-03-31,,67.04亿,187.19亿,120.14亿,62.83亿,,,15.50亿,False,44.93亿,9.79亿,35.14亿,2.83亿,9.24亿,False,23.98亿,1.51亿,15.50亿,97.98亿,,False,2.72亿,9.14亿,4.36亿,36.35亿,False,False,4.24亿,False,False,12.16亿,13.06亿,4005.41万,3.42亿,1.70亿,89.20亿,187.19亿,,41.31亿,False,False,32.58亿,False,False,2.97亿,False,1.59亿,2.25亿,4.32亿,958.81万,False,False,6.64亿,35.13万,91.66亿,,20.30亿,2.71亿,False,543.23万,1.40亿,1.25亿,2.76亿,28.48亿,120.14亿,,12.93亿,18.75亿,1997.94万,-4.89亿,2.97亿,33.25亿,62.83亿,4.22亿,67.04亿,187.19亿
2018-12-31,,64.69亿,184.55亿,119.86亿,60.43亿,,,15.58亿,False,42.91亿,10.91亿,31.99亿,1.95亿,8.97亿,8.90亿,24.60亿,2.08亿,15.58亿,96.08亿,,7.86亿,2.48亿,False,4.29亿,36.85亿,36.85亿,False,4.24亿,4.24亿,False,12.39亿,13.18亿,4225.05万,3.74亿,1.49亿,88.47亿,184.55亿,,36.80亿,False,False,34.30亿,10.13亿,24.17亿,3.38亿,False,1.87亿,2.00亿,4.73亿,715.85万,False,4.66亿,7.86亿,1351.67万,91.07亿,,20.40亿,3391.39万,False,626.42万,1.53亿,1.30亿,2.60亿,28.79亿,119.86亿,,12.93亿,18.62亿,1997.94万,-4.84亿,2.97亿,30.95亿,60.43亿,4.25亿,64.69亿,184.55亿
2018-09-30,,63.00亿,182.88亿,119.88亿,58.79亿,,,17.39亿,False,42.96亿,10.37亿,32.59亿,2.13亿,8.94亿,False,25.38亿,1.15亿,17.39亿,97.95亿,,7.95亿,2.30亿,False,3.66亿,34.53亿,34.53亿,False,5.44亿,5.44亿,False,9.92亿,13.76亿,3748.27万,3.50亿,9173.44万,84.93亿,182.88亿,,33.42亿,False,False,36.04亿,False,False,2.87亿,False,1.34亿,2.27亿,3.58亿,1060.38万,False,False,6.09亿,4916.27万,86.09亿,,26.10亿,4029.52万,4029.52万,727.97万,6290.40万,1.40亿,2.63亿,33.79亿,119.88亿,,12.93亿,18.68亿,1997.94万,-4.63亿,2.85亿,29.16亿,58.79亿,4.21亿,63.00亿,182.88亿
2018-06-30,,61.61亿,179.19亿,117.58亿,57.70亿,,,17.30亿,False,39.37亿,10.36亿,29.01亿,3.20亿,8.70亿,8.63亿,22.14亿,1.20亿,17.30亿,91.91亿,,9.34亿,2.23亿,False,3.63亿,29.60亿,29.60亿,False,6.07亿,6.07亿,False,9.73亿,9.69亿,3753.92万,3.03亿,11.33亿,87.29亿,179.19亿,,32.23亿,False,False,32.19亿,9.76亿,22.43亿,4.05亿,False,1.31亿,2.05亿,4.41亿,1076.58万,4439.47万,3.86亿,6.16亿,1590.37万,82.57亿,,27.31亿,4590.02万,4590.02万,1328.74万,6980.06万,1.37亿,2.62亿,35.02亿,117.58亿,,12.93亿,18.72亿,2115.19万,-4.07亿,2.85亿,27.48亿,57.70亿,3.91亿,61.61亿,179.19亿
2018-03-31,,61.70亿,166.07亿,104.37亿,57.79亿,,,18.60亿,False,37.13亿,8.97亿,28.15亿,1.60亿,9.62亿,9.55亿,22.29亿,1.32亿,18.60亿,90.56亿,,False,2.17亿,False,3.55亿,29.29亿,29.29亿,False,5.19亿,5.19亿,False,9.53亿,9.70亿,2254.72万,2.74亿,10.99亿,75.51亿,166.07亿,,30.55亿,False,False,28.10亿,7.54亿,20.56亿,2.94亿,False,1.08亿,1.93亿,4.00亿,877.22万,False,3.91亿,5.67亿,1418.86万,74.41亿,,22.43亿,2810.46万,2810.46万,2123.47万,6299.71万,1.40亿,2.60亿,29.96亿,104.37亿,,12.93亿,18.85亿,2160.29万,-2.95亿,2.85亿,26.32亿,57.79亿,3.91亿,61.70亿,166.07亿
