报告期,报表核心指标,*所有者权益（或股东权益）合计,*资产合计,*负债合计,*归属于母公司所有者权益合计,报表全部指标,流动资产,货币资金,交易性金融资产,应收票据及应收账款,其中：应收票据,应收账款,预付款项,其他应收款合计,其他应收款,存货,其他流动资产,总现金,流动资产合计,非流动资产,可供出售金融资产,长期股权投资,其他非流动金融资产,投资性房地产,固定资产合计,其中：固定资产,固定资产清理,在建工程合计,其中：在建工程,工程物资,无形资产,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产合计,流动负债,短期借款,以公允价值计量且其变动计入当期损益的金融负债,衍生金融负债,应付票据及应付账款,其中：应付票据,应付账款,预收款项,合同负债,应付职工薪酬,应交税费,其他应付款合计,其中：应付利息,应付股利,其他应付款,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,长期应付款合计,其中：长期应付款,预计负债,递延所得税负债,递延收益-非流动负债,其他非流动负债,非流动负债合计,负债合计,所有者权益（或股东权益）,实收资本（或股本）,资本公积,减：库存股,其他综合收益,盈余公积,未分配利润,归属于母公司所有者权益合计,少数股东权益,所有者权益（或股东权益）合计,负债和所有者权益（或股东权益）合计
2017-12-31,,60.47亿,167.75亿,107.29亿,56.60亿,,,20.81亿,False,35.81亿,9.22亿,26.59亿,2.51亿,11.23亿,11.16亿,21.80亿,1.05亿,20.81亿,93.21亿,,9.43亿,2.06亿,False,3.50亿,28.28亿,28.28亿,False,5.21亿,5.21亿,False,9.65亿,9.71亿,3724.93万,3.02亿,1.34亿,74.54亿,167.75亿,,32.19亿,False,False,27.67亿,6.87亿,20.80亿,3.78亿,False,1.60亿,1.84亿,3.16亿,724.49万,False,3.09亿,3.74亿,1526.56万,74.13亿,,25.41亿,3278.36万,3278.36万,1940.56万,7151.84万,1.42亿,2.60亿,33.16亿,107.29亿,,12.89亿,18.67亿,False,-3.82亿,2.85亿,26.00亿,56.60亿,3.87亿,60.47亿,167.75亿
2017-09-30,,62.11亿,174.24亿,112.13亿,57.65亿,,,22.06亿,False,38.18亿,9.62亿,28.56亿,1.91亿,9.82亿,9.75亿,24.35亿,9846.97万,22.06亿,97.30亿,,2.86亿,1.99亿,False,3.50亿,29.04亿,29.04亿,False,4.28亿,4.28亿,False,10.27亿,10.28亿,2368.56万,3.77亿,8.39亿,76.94亿,174.24亿,,31.54亿,False,False,26.17亿,6.26亿,19.91亿,3.92亿,False,1.64亿,2.49亿,3.54亿,False,False,3.54亿,3.79亿,129.05万,73.10亿,,28.54亿,3794.16万,3794.16万,1486.68万,6885.36万,1.46亿,2.78亿,39.03亿,112.13亿,,12.89亿,18.72亿,False,-3.00亿,1.65亿,27.39亿,57.65亿,4.46亿,62.11亿,174.24亿
2017-06-30,,56.79亿,174.34亿,117.55亿,52.09亿,,,23.86亿,False,43.85亿,10.85亿,33.00亿,2.98亿,2.33亿,2.26亿,25.04亿,1.12亿,23.86亿,99.18亿,,3.86亿,1.86亿,False,3.50亿,32.06亿,32.06亿,False,4.83亿,4.83亿,False,11.21亿,10.27亿,4036.06万,4.06亿,9257.83万,75.17亿,174.34亿,,34.23亿,False,False,29.10亿,6.14亿,22.96亿,4.18亿,False,1.31亿,1.18亿,3.41亿,30.69万,5000.00万,2.91亿,3.76亿,1995.60万,77.38亿,,29.51亿,4238.67万,4238.67万,2360.77万,7450.59万,1.44亿,2.76亿,40.17亿,117.55亿,,12.89亿,18.72亿,False,-3.02亿,1.65亿,21.84亿,52.09亿,4.70亿,56.79亿,174.34亿
2017-03-31,,56.18亿,164.71亿,108.53亿,51.56亿,,,23.62亿,False,39.77亿,8.91亿,30.86亿,1.38亿,3.25亿,3.18亿,23.23亿,9924.91万,23.62亿,92.24亿,,3.86亿,1.80亿,False,3.50亿,31.49亿,31.49亿,False,3.99亿,3.99亿,False,10.47亿,10.19亿,3776.32万,3.73亿,8698.24万,72.47亿,164.71亿,,32.51亿,False,False,26.21亿,5.64亿,20.57亿,2.10亿,False,9580.83万,9998.50万,3.37亿,30.69万,5002.40万,2.87亿,4.06亿,1437.05万,70.35亿,,27.53亿,5791.68万,5791.68万,3344.26万,6935.60万,1.48亿,2.81亿,38.17亿,108.53亿,,12.89亿,18.74亿,False,-3.00亿,1.65亿,21.27亿,51.56亿,4.62亿,56.18亿,164.71亿
2016-12-31,,55.74亿,160.82亿,105.07亿,51.14亿,,,21.44亿,False,39.67亿,9.77亿,29.90亿,1.97亿,2.27亿,2.20亿,21.54亿,1.09亿,21.44亿,87.97亿,,3.99亿,1.77亿,False,3.50亿,31.46亿,31.46亿,False,3.85亿,3.85亿,False,10.91亿,10.18亿,3458.63万,3.72亿,1.14亿,72.85亿,160.82亿,,30.75亿,False,False,25.86亿,6.01亿,19.85亿,2.17亿,False,1.32亿,7746.81万,4.49亿,71.67万,5000.00万,3.98亿,4.62亿,1511.20万,70.12亿,,24.34亿,5040.65万,5040.65万,3556.03万,7128.87万,1.47亿,2.79亿,34.95亿,105.07亿,,12.89亿,18.74亿,False,-3.08亿,1.65亿,20.93亿,51.14亿,4.61亿,55.74亿,160.82亿
2016-09-30,,55.23亿,155.32亿,100.09亿,50.51亿,,,18.78亿,False,41.88亿,10.70亿,31.18亿,1.80亿,2.11亿,2.04亿,21.78亿,9150.80万,18.78亿,87.26亿,,4.09亿,1.74亿,False,150.30万,31.11亿,31.11亿,False,4.84亿,4.84亿,False,10.01亿,10.22亿,2272.13万,3.10亿,3830.08万,68.06亿,155.32亿,,31.22亿,False,False,25.63亿,6.38亿,19.25亿,2.85亿,False,1.12亿,1.08亿,6.63亿,False,5002.43万,6.13亿,3.80亿,484.94万,72.38亿,,20.67亿,6736.08万,6736.08万,372.35万,4652.10万,9893.44万,3772.54万,27.71亿,100.09亿,,12.89亿,18.77亿,False,-2.65亿,1.63亿,19.87亿,50.51亿,4.73亿,55.23亿,155.32亿
2016-06-30,,54.84亿,154.40亿,99.56亿,50.40亿,,,22.09亿,False,38.96亿,8.88亿,30.08亿,3.22亿,2.52亿,2.45亿,20.72亿,8277.57万,22.09亿,88.34亿,,4.09亿,1.73亿,False,153.88万,30.93亿,30.93亿,False,3.72亿,3.72亿,False,9.68亿,9.32亿,2284.08万,2.75亿,1.45亿,66.07亿,154.40亿,,26.98亿,68.20万,False,25.06亿,5.35亿,19.71亿,2.96亿,False,9210.25万,9987.79万,17.34亿,False,5249.73万,16.82亿,4.59亿,1770.99万,79.03亿,,14.40亿,2011.82万,2011.82万,493.93万,4288.80万,7991.64万,1687.96万,20.54亿,99.56亿,,12.89亿,18.87亿,False,-2.78亿,1.63亿,19.79亿,50.40亿,4.44亿,54.84亿,154.40亿
2016-03-31,,66.39亿,150.43亿,84.05亿,55.07亿,,,23.09亿,False,36.88亿,8.73亿,28.15亿,1.71亿,2.29亿,2.29亿,21.62亿,7953.43万,23.09亿,86.38亿,,3.09亿,1.70亿,False,157.45万,31.16亿,31.16亿,False,3.09亿,3.09亿,False,9.96亿,9.30亿,2766.44万,2.70亿,9018.08万,64.05亿,150.43亿,,24.15亿,82.10万,False,23.76亿,5.70亿,18.06亿,3.25亿,False,8789.46万,1.20亿,5.52亿,False,5000.00万,5.02亿,4.60亿,1277.98万,63.48亿,,14.42亿,2679.90万,2679.90万,776.03万,4450.10万,8320.43万,1447.36万,20.57亿,84.05亿,,12.89亿,23.05亿,False,-2.48亿,1.63亿,19.98亿,55.07亿,11.32亿,66.39亿,150.43亿
2015-12-31,,49.83亿,140.78亿,90.95亿,38.73亿,,,17.40亿,False,35.08亿,7.73亿,27.35亿,1.63亿,2.20亿,2.20亿,20.65亿,8091.52万,17.40亿,77.77亿,,3.09亿,1.68亿,False,1491.75万,31.09亿,31.09亿,False,2.61亿,2.61亿,False,9.75亿,9.27亿,2109.60万,2.56亿,8758.61万,63.02亿,140.78亿,,30.32亿,179.80万,False,24.59亿,6.20亿,18.39亿,3.15亿,False,1.11亿,1.09亿,5.29亿,False,5000.00万,4.79亿,3.05亿,1619.73万,68.78亿,,16.09亿,2422.27万,2422.27万,639.46万,4741.59万,8331.08万,1516.79万,22.17亿,90.95亿,,11.11亿,9.04亿,False,-2.37亿,1.63亿,19.32亿,38.73亿,11.10亿,49.83亿,140.78亿
2015-09-30,,50.65亿,138.82亿,88.17亿,39.51亿,,,16.61亿,False,37.83亿,7.79亿,30.03亿,1.95亿,2.18亿,2.11亿,20.58亿,6783.80万,16.61亿,79.82亿,,2.89亿,1.87亿,False,164.60万,30.23亿,30.23亿,False,3.28亿,3.28亿,False,7.79亿,8.91亿,376.58万,2.29亿,1911.84万,59.00亿,138.82亿,,28.07亿,115.89万,False,24.71亿,5.87亿,18.85亿,3.45亿,False,9316.88万,9525.28万,3.65亿,False,5000.00万,3.15亿,2.99亿,300.90万,64.80亿,,17.50亿,2753.22万,2753.22万,409.28万,3983.34万,9182.27万,394.63万,23.37亿,88.17亿,,11.11亿,10.26亿,False,-1.70亿,1.51亿,18.34亿,39.51亿,11.14亿,50.65亿,138.82亿
2015-06-30,,49.75亿,136.14亿,86.39亿,38.84亿,,,17.00亿,31.66万,36.63亿,8.20亿,28.43亿,3.63亿,1.59亿,1.52亿,19.40亿,5340.47万,17.01亿,78.78亿,,2.69亿,1.85亿,False,168.18万,29.57亿,29.57亿,False,3.20亿,3.20亿,False,7.34亿,8.87亿,489.01万,2.30亿,1553.42万,57.36亿,136.14亿,,25.91亿,False,False,25.63亿,5.17亿,20.45亿,3.33亿,False,8214.01万,8037.42万,3.58亿,False,8436.28万,2.74亿,2.00亿,422.08万,62.11亿,,18.58亿,2951.82万,2951.82万,511.85万,4197.80万,8746.36万,452.58万,24.29亿,86.39亿,,11.11亿,10.26亿,False,-1.79亿,1.51亿,17.76亿,38.84亿,10.91亿,49.75亿,136.14亿
2015-03-31,,48.72亿,135.29亿,86.57亿,38.34亿,,,19.98亿,8.38万,33.97亿,5.99亿,27.98亿,1.56亿,2.12亿,2.12亿,19.91亿,1.10亿,19.98亿,78.65亿,,2.79亿,1.86亿,False,171.75万,28.82亿,28.82亿,False,3.29亿,3.29亿,False,6.94亿,9.30亿,502.32万,2.16亿,3996.49万,56.64亿,135.29亿,,25.94亿,False,False,23.24亿,4.98亿,18.26亿,2.23亿,False,8921.98万,8781.99万,11.67亿,False,5000.00万,11.17亿,1.99亿,316.14万,66.87亿,,14.00亿,3114.50万,3114.50万,536.33万,5020.99万,8924.42万,446.36万,19.70亿,86.57亿,,11.11亿,10.29亿,False,-1.99亿,1.51亿,17.43亿,38.34亿,10.38亿,48.72亿,135.29亿
2014-12-31,,41.41亿,97.94亿,56.53亿,37.72亿,,,14.75亿,7.92万,22.51亿,4.27亿,18.24亿,1.42亿,9026.76万,9026.76万,13.31亿,1.21亿,14.75亿,54.11亿,,2.79亿,1.65亿,False,175.33万,25.73亿,25.73亿,False,2.51亿,2.51亿,False,6.40亿,1.03亿,428.45万,2.08亿,6052.07万,43.83亿,97.94亿,,17.48亿,False,False,17.97亿,4.45亿,13.52亿,1.14亿,False,1.10亿,6258.37万,2.02亿,False,5000.00万,1.52亿,1.11亿,206.39万,41.46亿,,9.41亿,2611.79万,2611.79万,728.29万,5550.04万,3661.97万,605.89万,15.07亿,56.53亿,,11.11亿,10.29亿,False,-1.64亿,1.51亿,16.45亿,37.72亿,3.69亿,41.41亿,97.94亿
2014-09-30,,40.45亿,93.60亿,53.15亿,36.87亿,,,11.34亿,44.53万,24.37亿,3.36亿,21.01亿,1.04亿,9561.58万,9561.58万,12.34亿,7313.92万,11.35亿,50.78亿,,2.78亿,1.56亿,False,178.90万,24.62亿,24.62亿,False,3.72亿,3.72亿,False,5.57亿,1.00亿,430.09万,1.70亿,3291.14万,42.82亿,93.60亿,,18.57亿,False,False,14.85亿,3.40亿,11.45亿,1.85亿,False,1.16亿,5947.47万,2.12亿,False,5682.74万,1.55亿,1.08亿,False,40.22亿,,7.57亿,4.36亿,4.36亿,691.55万,5415.99万,False,3901.37万,12.93亿,53.15亿,,11.11亿,10.41亿,False,False,1.29亿,14.52亿,36.87亿,3.57亿,40.45亿,93.60亿
2014-06-30,,39.03亿,86.42亿,47.39亿,36.48亿,,,10.36亿,False,22.15亿,3.05亿,19.10亿,1.29亿,9023.00万,9023.00万,11.39亿,7936.73万,10.36亿,46.90亿,,604.25万,4.07亿,False,182.48万,22.34亿,22.34亿,False,3.66亿,3.66亿,False,5.09亿,1.03亿,478.96万,1.56亿,3262.73万,39.52亿,86.42亿,,15.28亿,18.25万,False,11.80亿,2.19亿,9.61亿,1.52亿,False,9816.65万,7521.50万,2.28亿,False,6305.38万,1.65亿,8901.53万,359.34万,33.54亿,,8.30亿,4.68亿,4.68亿,751.33万,6872.02万,False,1021.52万,13.84亿,47.39亿,,11.11亿,10.41亿,False,False,1.29亿,13.69亿,36.48亿,2.55亿,39.03亿,86.42亿
2014-03-31,,39.75亿,84.86亿,45.11亿,36.53亿,,,11.22亿,False,20.01亿,2.27亿,17.75亿,9606.64万,1.45亿,1.45亿,10.95亿,5847.90万,11.22亿,45.17亿,,610.18万,4.03亿,False,186.06万,22.24亿,22.24亿,False,4.13亿,4.13亿,False,5.28亿,1.04亿,491.16万,1.52亿,3249.27万,39.69亿,84.86亿,,16.69亿,69.67万,False,10.32亿,1.81亿,8.51亿,1.76亿,False,9738.15万,6354.66万,1.30亿,False,False,1.30亿,4822.69万,288.33万,32.20亿,,7.36亿,4.68亿,4.68亿,841.37万,6890.03万,False,1029.56万,12.91亿,45.11亿,,11.11亿,10.23亿,False,False,1.29亿,13.97亿,36.53亿,3.22亿,39.75亿,84.86亿
2013-12-31,,38.82亿,88.89亿,50.07亿,35.82亿,,,15.60亿,93.90万,19.62亿,2.60亿,17.01亿,9964.75万,7253.48万,7253.48万,11.00亿,6243.14万,15.61亿,48.57亿,,2.07亿,1.49亿,False,189.63万,22.36亿,22.36亿,False,3.86亿,3.86亿,False,5.20亿,1.03亿,412.21万,1.46亿,1.84亿,40.32亿,88.89亿,,15.62亿,False,False,10.74亿,1.80亿,8.95亿,2.36亿,False,1.04亿,6620.69万,1.23亿,False,False,1.23亿,5819.05万,5.26亿,37.50亿,,7.08亿,2234.77万,2234.77万,884.80万,6500.02万,False,1024.48万,12.57亿,50.07亿,,11.11亿,10.20亿,False,-967.74万,1.29亿,13.33亿,35.82亿,3.00亿,38.82亿,88.89亿
2013-09-30,,36.58亿,79.02亿,42.44亿,33.80亿,,,12.21亿,False,18.53亿,1.24亿,17.29亿,1.53亿,8152.38万,8152.38万,10.14亿,False,12.21亿,43.22亿,,599.84万,4.51亿,False,False,18.83亿,18.83亿,False,5.64亿,5.64亿,False,4.58亿,5852.78万,339.15万,6582.18万,1299.81万,35.80亿,79.02亿,,13.00亿,False,False,8.71亿,6984.73万,8.01亿,1.94亿,False,1.03亿,3564.92万,1.11亿,False,False,1.11亿,3977.62万,5.17亿,31.72亿,,5.18亿,4.53亿,4.53亿,408.88万,8697.90万,False,1009.80万,10.72亿,42.44亿,,11.11亿,10.22亿,False,False,1.17亿,11.62亿,33.80亿,2.78亿,36.58亿,79.02亿
2013-06-30,,28.22亿,50.88亿,22.66亿,26.03亿,,,8.96亿,False,9.57亿,9780.03万,8.59亿,1.90亿,4719.87万,4719.87万,6.38亿,False,8.96亿,27.28亿,,False,4.49亿,False,False,10.54亿,10.54亿,False,4.88亿,4.88亿,False,2.59亿,5852.78万,379.01万,3947.18万,False,23.60亿,50.88亿,,8.45亿,False,False,7.23亿,6063.46万,6.62亿,1.05亿,False,2565.91万,-2149.71万,4646.80万,False,723.28万,3923.53万,3100.00万,5.10亿,22.66亿,,False,False,False,False,False,False,False,False,22.66亿,,6.88亿,9.53亿,False,False,1.17亿,8.48亿,26.03亿,2.19亿,28.22亿,50.88亿
2013-03-31,,28.65亿,48.85亿,20.21亿,26.08亿,,,9.00亿,False,8.84亿,9613.49万,7.88亿,6471.11万,6121.60万,6121.60万,6.24亿,False,9.00亿,25.34亿,,False,4.77亿,False,False,10.02亿,10.02亿,False,5.09亿,5.09亿,False,2.55亿,5852.78万,430.07万,4006.10万,False,23.51亿,48.85亿,,7.76亿,False,False,5.75亿,6928.04万,5.06亿,8865.15万,False,2065.91万,-750.11万,2849.37万,False,False,2849.37万,1000.00万,5.04亿,19.96亿,,2500.00万,False,False,False,False,False,False,2500.00万,20.21亿,,6.88亿,9.53亿,False,False,1.17亿,8.52亿,26.08亿,2.57亿,28.65亿,48.85亿
2012-12-31,,38.63亿,72.97亿,34.35亿,35.83亿,,,12.78亿,5.35万,14.35亿,1.25亿,13.09亿,1.19亿,8377.24万,8377.24万,10.53亿,False,12.78亿,39.68亿,,641.17万,3.24亿,False,False,18.00亿,18.00亿,False,5.68亿,5.68亿,False,4.25亿,5852.78万,477.53万,6591.68万,1279.18万,33.30亿,72.97亿,,8.36亿,False,False,8.73亿,8661.44万,7.86亿,1.55亿,False,8431.30万,2286.83万,1.04亿,False,False,1.04亿,1734.97万,5.25亿,26.18亿,,2.71亿,4.48亿,4.48亿,909.03万,7946.55万,False,935.27万,8.17亿,34.35亿,,6.88亿,17.78亿,False,False,1.17亿,10.18亿,35.83亿,2.80亿,38.63亿,72.97亿
2012-09-30,,27.16亿,47.04亿,19.88亿,24.83亿,,,8.06亿,False,9.82亿,1.36亿,8.46亿,9738.04万,5044.34万,5044.34万,6.04亿,False,8.06亿,25.40亿,,False,3.22亿,False,False,8.75亿,8.75亿,False,5.97亿,5.97亿,False,2.51亿,5852.78万,527.21万,3901.92万,False,21.64亿,47.04亿,,6.66亿,False,False,6.30亿,1.09亿,5.21亿,7900.28万,False,2360.05万,-1626.16万,3975.87万,False,165.00万,3810.87万,False,5.17亿,19.40亿,,4800.00万,False,False,False,False,False,False,4800.00万,19.88亿,,6.88亿,9.53亿,False,False,1.06亿,7.37亿,24.83亿,2.33亿,27.16亿,47.04亿
2012-06-30,,26.98亿,47.32亿,20.34亿,24.72亿,,,7.87亿,False,10.30亿,1.86亿,8.43亿,1.01亿,5636.37万,5636.37万,6.22亿,False,7.87亿,25.96亿,,False,3.21亿,False,False,8.48亿,8.48亿,False,5.95亿,5.95亿,False,2.52亿,5852.78万,674.49万,3990.53万,False,21.36亿,47.32亿,,5.60亿,False,False,6.98亿,1.04亿,5.94亿,8659.43万,False,2207.59万,-1338.61万,5366.89万,False,1923.39万,3443.51万,7000.00万,5.09亿,19.86亿,,4800.00万,False,False,False,False,False,False,4800.00万,20.34亿,,6.88亿,9.53亿,False,False,1.06亿,7.26亿,24.72亿,2.26亿,26.98亿,47.32亿
2012-03-31,,27.16亿,51.20亿,24.04亿,24.77亿,,,13.26亿,False,9.13亿,1.52亿,7.61亿,9225.38万,4483.58万,4483.58万,6.70亿,False,13.26亿,30.47亿,,False,3.21亿,False,False,8.01亿,8.01亿,False,5.84亿,5.84亿,False,2.54亿,5852.78万,722.50万,3620.45万,False,20.73亿,51.20亿,,9.85亿,63.30万,False,6.28亿,1.06亿,5.22亿,1.13亿,False,1998.09万,-1953.97万,3835.21万,False,False,3835.21万,7950.00万,5.00亿,23.45亿,,5950.00万,False,False,False,False,False,False,5950.00万,24.04亿,,6.88亿,9.56亿,False,False,1.06亿,7.29亿,24.77亿,2.39亿,27.16亿,51.20亿
2011-12-31,,27.21亿,48.25亿,21.04亿,24.84亿,,,10.53亿,False,9.43亿,1.81亿,7.62亿,1.67亿,4642.52万,4642.52万,6.46亿,False,10.53亿,28.55亿,,False,2.60亿,False,False,7.97亿,7.97亿,False,5.45亿,5.45亿,False,2.55亿,5852.78万,746.45万,3624.18万,False,19.70亿,48.25亿,,11.40亿,88.14万,False,6.09亿,7137.91万,5.38亿,1.20亿,False,2825.40万,-1129.48万,3710.03万,False,False,3710.03万,1.20亿,False,20.44亿,,5950.00万,False,False,False,False,False,False,5950.00万,21.04亿,,6.88亿,9.67亿,False,False,1.06亿,7.24亿,24.84亿,2.37亿,27.21亿,48.25亿
2011-09-30,,27.12亿,46.69亿,19.57亿,24.63亿,,,9.08亿,False,9.71亿,1.61亿,8.10亿,1.31亿,8782.75万,8782.75万,7.43亿,389.32万,9.08亿,28.44亿,,False,2.60亿,False,False,6.40亿,6.40亿,False,6.06亿,6.06亿,False,2.13亿,5852.78万,844.58万,2428.65万,False,18.25亿,46.69亿,,9.73亿,392.58万,False,6.22亿,5540.90万,5.67亿,1.05亿,False,2326.42万,-935.64万,5904.24万,False,140.00万,5764.24万,1.20亿,False,18.96亿,,6000.00万,False,False,False,130.52万,False,False,6130.52万,19.57亿,,6.88亿,9.69亿,False,False,8892.81万,7.18亿,24.63亿,2.49亿,27.12亿,46.69亿
2011-06-30,,26.76亿,49.61亿,22.85亿,24.22亿,,,11.36亿,False,8.52亿,5916.95万,7.93亿,1.87亿,5141.65万,5141.65万,8.12亿,170.00万,11.36亿,32.59亿,,False,2.58亿,False,False,6.37亿,6.37亿,False,4.85亿,4.85亿,False,2.16亿,5852.78万,814.40万,2600.61万,False,17.01亿,49.61亿,,10.87亿,176.09万,False,6.45亿,6715.32万,5.78亿,2.73亿,False,2002.32万,-899.98万,6600.28万,False,3028.44万,3571.84万,7000.00万,False,21.54亿,,1.30亿,False,False,False,75.69万,False,False,1.31亿,22.85亿,,6.88亿,9.68亿,False,False,8892.81万,6.77亿,24.22亿,2.54亿,26.76亿,49.61亿
2011-03-31,,26.64亿,43.12亿,16.48亿,24.16亿,,,5.97亿,False,8.00亿,8301.84万,7.17亿,1.39亿,4842.74万,4842.74万,8.83亿,44.70万,5.97亿,26.88亿,,False,2.53亿,False,False,6.35亿,6.35亿,False,4.20亿,4.20亿,False,2.17亿,5852.78万,763.42万,2455.94万,False,16.24亿,43.12亿,,5.33亿,50.59万,False,6.03亿,8124.84万,5.22亿,2.29亿,False,1238.46万,-3513.60万,1.05亿,False,2800.00万,7661.43万,5000.00万,False,14.98亿,,1.50亿,False,False,False,44.36万,False,False,1.50亿,16.48亿,,4.30亿,12.25亿,False,False,8892.81万,6.72亿,24.16亿,2.48亿,26.64亿,43.12亿
2010-12-31,,25.94亿,40.64亿,14.69亿,23.89亿,,,12.23亿,4.82万,6.31亿,1.19亿,5.12亿,1.78亿,4924.25万,4924.25万,6.72亿,False,12.23亿,27.54亿,,False,2.42亿,False,False,5.10亿,5.10亿,False,3.22亿,3.22亿,False,2.13亿,63.90万,253.60万,1312.21万,False,13.09亿,40.64亿,,2.96亿,30.98万,False,6.10亿,5922.28万,5.51亿,3.29亿,False,1832.57万,-2615.25万,4097.14万,False,False,4097.14万,2000.00万,4.42万,12.89亿,,1.80亿,False,False,False,34.39万,False,False,1.80亿,14.69亿,,4.29亿,12.06亿,False,False,8892.81万,6.65亿,23.89亿,2.06亿,25.94亿,40.64亿
2010-09-30,,25.35亿,34.97亿,9.62亿,23.39亿,,,9.91亿,False,6.59亿,1.13亿,5.45亿,2.04亿,3818.99万,3226.99万,4.79亿,False,9.91亿,23.71亿,,False,2.35亿,False,False,4.70亿,4.70亿,False,2.48亿,2.48亿,False,1.50亿,63.90万,351.99万,1425.78万,False,11.27亿,34.97亿,,1.34亿,False,False,5.08亿,4737.84万,4.60亿,1.22亿,False,1894.37万,269.21万,2191.11万,False,False,2191.11万,False,False,8.07亿,,1.55亿,False,False,False,False,False,False,1.55亿,9.62亿,,4.29亿,12.14亿,False,False,7792.76万,6.18亿,23.39亿,1.96亿,25.35亿,34.97亿
2010-06-30,,24.73亿,37.67亿,12.94亿,22.81亿,,,13.05亿,False,6.49亿,9008.87万,5.59亿,2.57亿,4020.26万,3428.26万,4.75亿,False,13.05亿,27.25亿,,False,2.32亿,False,False,4.68亿,4.68亿,False,1.73亿,1.73亿,False,1.50亿,63.90万,343.40万,1447.30万,False,10.42亿,37.67亿,,3.23亿,False,False,5.42亿,4656.14万,4.95亿,1.93亿,False,1398.53万,42.84万,4676.04万,False,False,4676.04万,False,False,11.19亿,,1.75亿,False,False,False,False,False,False,1.75亿,12.94亿,,4.27亿,11.95亿,False,False,7792.76万,5.82亿,22.81亿,1.92亿,24.73亿,37.67亿
2010-03-31,,14.56亿,25.96亿,11.39亿,12.71亿,,,3.77亿,False,5.55亿,4163.07万,5.13亿,1.87亿,4021.02万,4021.02万,4.54亿,False,3.77亿,16.13亿,,False,2.26亿,False,False,4.66亿,4.66亿,False,1.26亿,1.26亿,False,1.46亿,63.90万,459.54万,1246.84万,False,9.83亿,25.96亿,,2.88亿,False,False,4.04亿,3762.28万,3.66亿,2.07亿,False,1071.93万,741.08万,5221.69万,False,226.13万,4995.56万,False,False,9.69亿,,1.70亿,False,False,False,False,False,False,1.70亿,11.39亿,,3.71亿,3.11亿,False,False,7792.76万,5.11亿,12.71亿,1.85亿,14.56亿,25.96亿
